Unique ID,Asset ID (Client),Parent Asset,Address,Level,Sub Location,Asset Category (L1),Asset Category (L2),Asset Category (L3),Asset Category (L4),Item Description,Condition Rating (0-5),Condition Rating Label,Photo 1,Photo 2,Quantity,Unit of Measurement,Width (mm),Depth (mm),Height (mm),Screen Size (inches),Make / Brand,Model,Serial Number,Asset Tag / Label,Colour / Finish,Comments / Recommendations,Unit Rate - RCN ($),Estimated Replacement Cost ($),Remaining Useful Life (%),Indemnity Value ($),Insurance Schedule Category,Effective Life (years),Cost Source
200285,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Medium SUV,"Medium SUV, hybrid, AWD, 5-seat",,,,,1,ea,4600,1855,1685,,Toyota,RAV4 GX Hybrid,,,White,,46000,46000,,34500,Motor Vehicle,8,"Source: Toyota AU, approx AUD $45990, 2025"
200286,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Large 4WD,"Large 4WD wagon, diesel, 7-seat",,,,,1,ea,4950,1980,1870,,Toyota,LandCruiser 300 GX,,,White,,90000,90000,,67500,Motor Vehicle,10,"Source: Toyota AU, approx AUD $89990, 2025"
200287,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Mid-size 4WD,"Mid-size 4WD, diesel, 5-seat, tow-rated 3.5t",,,,,1,ea,5330,1855,1815,,Toyota,HiLux Rugged X,,,White,,68000,68000,,51000,Motor Vehicle,8,"Source: Toyota AU, approx AUD $67990, 2025"
200288,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Utility Vehicle (Ute),4WD single cab,"Single-cab ute, diesel, manual, payload 1t",,,,,1,ea,5346,1860,1815,,Ford,Ranger XL,,,White,,40000,40000,,30000,Motor Vehicle,8,"Source: Ford AU, approx AUD $39990, 2025"
200289,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Utility Vehicle (Ute),4WD dual cab,"Dual-cab ute, diesel, auto, tub liner",,,,,1,ea,5330,1855,1815,,Toyota,HiLux SR5,,,White,,58000,58000,,43500,Motor Vehicle,8,"Source: Toyota AU, approx AUD $57990, 2025"
200290,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Utility Vehicle (Ute),4WD dual cab premium,"Dual-cab ute, diesel, premium spec, leather",,,,,1,ea,5346,1860,1815,,Ford,Ranger Wildtrak,,,White,,68000,68000,,51000,Motor Vehicle,8,"Source: Ford AU, approx AUD $67990, 2025"
200291,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Van / People Mover,LWB van cargo,"LWB cargo van, diesel, 1.5m load floor",,,,,1,ea,5150,1915,1980,,Hyundai,iLoad LWB,,,White,,42000,42000,,31500,Motor Vehicle,10,"Source: Hyundai AU, approx AUD $41990, 2025"
200292,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Van / People Mover,People mover 8-seat,"8-seat people mover, petrol/hybrid, auto",,,,,1,ea,5115,1995,1765,,Kia,Carnival S Hybrid,,,White,,56000,56000,,42000,Motor Vehicle,10,"Source: Kia AU, approx AUD $55990, 2025"
200293,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Van / People Mover,High-roof van,"High-roof cargo van, diesel, swivel rack",,,,,1,ea,5910,1993,2650,,Mercedes-Benz,Sprinter 314CDI,,,White,,72000,72000,,54000,Motor Vehicle,10,"Source: Mercedes-Benz AU, approx AUD $71990, 2025"
200294,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Minibus,12-seat,"12-seat minibus, diesel, auto, A/C",,,,,1,ea,5380,1950,2285,,Toyota,HiAce Commuter,,,White,,65000,65000,,48750,Motor Vehicle,10,"Source: Toyota AU, approx AUD $64990, 2025"
200295,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Minibus,21-seat,"21-seat minibus, MAN diesel, A/C",,,,,1,ea,7500,2200,2800,,Bus & Coach,MAN 21-seat,,,White,,150000,150000,,112500,Motor Vehicle,15,"Source: Bus industry AU, approx AUD $149990, 2025"
200296,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Electric Vehicle,Small EV hatch,"Small EV, 66kWh battery, 490km range",,,,,1,ea,4455,1875,1615,,BYD,Atto 3 Extended,,,White,,45000,45000,,33750,Motor Vehicle,8,"Source: BYD AU, approx AUD $44990, 2025"
200297,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Electric Vehicle,Medium EV sedan,"Medium EV, 82kWh battery, 568km range",,,,,1,ea,4694,1849,1443,,Tesla,Model 3 RWD,,,White,,60000,60000,,45000,Motor Vehicle,8,"Source: Tesla AU, approx AUD $59990, 2025"
200298,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Electric Vehicle,Large EV SUV,"Large EV SUV, 100kWh, AWD, 7-seat",,,,,1,ea,5037,1999,1684,,Tesla,Model X,,,White,,120000,120000,,90000,Motor Vehicle,8,"Source: Tesla AU, approx AUD $119990, 2025"
200299,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Electric Vehicle,EV ute,"Electric ute, range-extender, dual motor AWD",,,,,1,ea,5260,1960,1860,,LDV,MIFA 9 EV Ute,,,White,,70000,70000,,52500,Motor Vehicle,8,"Source: LDV AU, approx AUD $69990, 2025"
200300,,,,,,Vehicles & Motorised Plant,Motorised Plant,Forklift,2.5t LPG,"LPG counterbalance forklift, 2.5t capacity, 3m lift",,,,,1,ea,1200,2550,2100,,Toyota,8FGF25,,,Yellow,,45000,45000,,33750,Plant & Equipment,10,"Source: Toyota Material Handling AU, approx AUD $44990, 2025"
200301,,,,,,Vehicles & Motorised Plant,Motorised Plant,Forklift,3t electric,"Electric counterbalance forklift, 3t, 4.5m mast",,,,,1,ea,1200,2750,2200,,Toyota,8FBMT30,,,Yellow,,55000,55000,,41250,Plant & Equipment,10,"Source: Toyota Material Handling AU, approx AUD $54990, 2025"
200302,,,,,,Vehicles & Motorised Plant,Motorised Plant,Forklift,1.5t sit-down electric,"Sit-down electric forklift, 1.5t, 3m lift",,,,,1,ea,1100,2400,1900,,Crown,SC5700,,,Red,,38000,38000,,28500,Plant & Equipment,10,"Source: Crown Equipment AU, approx AUD $37990, 2025"
200303,,,,,,Vehicles & Motorised Plant,Motorised Plant,Pallet Jack (Electric),1.5t ride-on,"Ride-on electric pallet jack, 1.5t, 1.2m forks",,,,,1,ea,840,2390,1300,,Crown,PE 4500,,,Blue,,11000,11000,,8250,Plant & Equipment,8,"Source: Crown Equipment AU, approx AUD $10990, 2025"
200304,,,,,,Vehicles & Motorised Plant,Motorised Plant,Pallet Jack (Electric),2t walkie,"Walkie electric pallet jack, 2t, 1.2m forks",,,,,1,ea,760,2370,1200,,Toyota,LPE200,,,Blue,,7500,7500,,5625,Plant & Equipment,8,"Source: Toyota Material Handling AU, approx AUD $7490, 2025"
200305,,,,,,Vehicles & Motorised Plant,Motorised Plant,Scissor Lift,6m electric,"Electric scissor lift, 6m working height, 230kg",,,,,1,ea,820,1500,1800,,Haulotte,Optimum 8,,,Yellow,,18000,18000,,13500,Plant & Equipment,10,"Source: Kennards Hire cost ref; new approx AUD $17990, 2025"
200306,,,,,,Vehicles & Motorised Plant,Motorised Plant,Scissor Lift,10m electric,"Electric scissor lift, 10m working height, 230kg",,,,,1,ea,820,2230,1870,,Haulotte,COMPACT 12,,,Yellow,,28000,28000,,21000,Plant & Equipment,10,"Source: Haulotte AU, approx AUD $27990, 2025"
200307,,,,,,Vehicles & Motorised Plant,Motorised Plant,Boom Lift (Cherry Picker),12m articulating,"12m articulating boom lift, diesel, 230kg",,,,,1,ea,1800,5160,2310,,JLG,450AJ,,,Yellow,,55000,55000,,41250,Plant & Equipment,12,"Source: JLG AU, approx AUD $54990, 2025"
200308,,,,,,Vehicles & Motorised Plant,Motorised Plant,Boom Lift (Cherry Picker),20m telescopic,"20m telescopic boom lift, diesel, 230kg",,,,,1,ea,2490,8490,2490,,JLG,660SJ,,,Yellow,,120000,120000,,90000,Plant & Equipment,12,"Source: JLG AU, approx AUD $119990, 2025"
200309,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Portable),5kVA petrol,"Portable petrol generator, 5kVA, single phase, AVR",,,,,1,ea,680,490,505,,Pramac,ES5000,,,Yellow,,2800,2800,,2100,Plant & Equipment,10,"Source: Generator World AU, approx AUD $2799, 2025"
200310,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Portable),10kVA diesel,"Portable diesel generator, 10kVA, single phase",,,,,1,ea,890,600,700,,Pramac,E10000,,,Yellow,,5500,5500,,4125,Plant & Equipment,10,"Source: Generator World AU, approx AUD $5499, 2025"
200311,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Standby),20kVA diesel,"Standby diesel generator, 20kVA, 3-phase, AMF",,,,,1,ea,2100,800,1300,,Cummins,C20D6H,,,Yellow/Green,,18000,18000,,13500,Plant & Equipment,15,"Source: Cummins AU, approx AUD $17990, 2025"
200312,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Standby),60kVA diesel,"Standby diesel generator, 60kVA, 3-phase, weatherproof canopy",,,,,1,ea,2800,1100,1600,,Cummins,C60D5H,,,Yellow/Green,,40000,40000,,30000,Plant & Equipment,15,"Source: Cummins AU, approx AUD $39990, 2025"
200313,,,,,,Vehicles & Motorised Plant,Motorised Plant,Golf Cart / EV Buggy,2-seat,"Electric golf cart, 2-seat, 48V lithium, folding windscreen",,,,,1,ea,2420,1200,1820,,Club Car,Tempo 2,,,White,,12000,12000,,9000,Plant & Equipment,8,"Source: Club Car AU, approx AUD $11990, 2025"
200314,,,,,,Vehicles & Motorised Plant,Motorised Plant,Golf Cart / EV Buggy,4-seat,"Electric golf cart, 4-seat, 48V, canopy",,,,,1,ea,3140,1200,1820,,Club Car,Onward 4,,,White,,18000,18000,,13500,Plant & Equipment,8,"Source: Club Car AU, approx AUD $17990, 2025"
200315,,,,,,Vehicles & Motorised Plant,Motorised Plant,Golf Cart / EV Buggy,Utility buggy,"Utility electric buggy, flatbed, 600kg payload",,,,,1,ea,3700,1485,1950,,Club Car,Carryall 1500,,,Yellow,,22000,22000,,16500,Plant & Equipment,8,"Source: Club Car AU, approx AUD $21990, 2025"
200316,,,,,,Vehicles & Motorised Plant,Motorised Plant,Ride-on Mower,Commercial zero-turn,"Commercial zero-turn mower, 52"" cut, 25HP Kawasaki",,,,,1,ea,1620,1540,1090,,Husqvarna,MZ54S,,,Orange/Black,,9500,9500,,7125,Plant & Equipment,8,"Source: Husqvarna AU, approx AUD $9490, 2025"
200317,,,,,,Vehicles & Motorised Plant,Motorised Plant,Ride-on Mower,Diesel tractor,"Diesel ride-on mower tractor, 42"" cut, 22HP",,,,,1,ea,1850,1750,1420,,Kubota,GX21HD,,,Orange,,13000,13000,,9750,Plant & Equipment,10,"Source: Kubota AU, approx AUD $12990, 2025"
200318,,,,,,Vehicles & Motorised Plant,Motorised Plant,Walk-behind Mower,Commercial self-propelled,"Commercial self-propelled mower, 21"" cut, Honda engine",,,,,1,ea,565,480,935,,Honda,HRX217,,,Red,,1400,1400,,1050,Plant & Equipment,7,"Source: Bunnings, approx AUD $1399, 2025"
200319,,,,,,Vehicles & Motorised Plant,Motorised Plant,High-Pressure Cleaner,Cold water 200 bar,"Cold water pressure washer, 200 bar, 15L/min",,,,,1,ea,850,545,1030,,Karcher,HD 7/18 CX,,,Yellow,,3200,3200,,2400,Plant & Equipment,8,"Source: Karcher AU, approx AUD $3199, 2025"
200320,,,,,,Vehicles & Motorised Plant,Motorised Plant,High-Pressure Cleaner,Hot water,"Hot water pressure washer, 180 bar, diesel",,,,,1,ea,1130,640,1220,,Karcher,HDS 8/18 CX,,,Yellow,,8000,8000,,6000,Plant & Equipment,8,"Source: Karcher AU, approx AUD $7999, 2025"
200321,,,,,,Vehicles & Motorised Plant,Motorised Plant,Ride-on Sweeper,Small petrol,"Walk-behind sweeper, 76cm, petrol, commercial",,,,,1,ea,760,810,1160,,Tennant,S6,,,Orange,,5500,5500,,4125,Plant & Equipment,8,"Source: Tennant AU, approx AUD $5499, 2025"
200322,,,,,,Industrial,Power Tools,Angle Grinder,115mm corded,"Angle grinder, 115mm, 840W, corded",,,,,1,ea,,,,,Makita,GA4530R,,,Blue/Black,,120,120,,90,Plant & Equipment,5,"Source: Bunnings, approx AUD $119, 2025"
200323,,,,,,Industrial,Power Tools,Angle Grinder,125mm corded,"Angle grinder, 125mm, 1000W, corded",,,,,1,ea,,,,,Makita,GA5034R,,,Blue/Black,,150,150,,112.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $149, 2025"
200324,,,,,,Industrial,Power Tools,Angle Grinder,230mm corded,"Angle grinder, 230mm, 2000W, corded",,,,,1,ea,,,,,Makita,GA9020SF,,,Blue/Black,,280,280,,210,Plant & Equipment,5,"Source: Bunnings, approx AUD $279, 2025"
200325,,,,,,Industrial,Power Tools,Angle Grinder,125mm cordless 18V,"Cordless angle grinder, 125mm, 18V brushless",,,,,1,ea,,,,,Makita,DGA504Z,,,Blue/Black,,250,250,,187.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $249, 2025"
200326,,,,,,Industrial,Power Tools,Circular Saw,165mm corded,"Circular saw, 165mm, 1200W, corded",,,,,1,ea,,,,,Makita,HS6601,,,Blue/Black,,180,180,,135,Plant & Equipment,5,"Source: Bunnings, approx AUD $179, 2025"
200327,,,,,,Industrial,Power Tools,Circular Saw,185mm cordless 18V,"Cordless circular saw, 185mm, 18V brushless",,,,,1,ea,,,,,DeWALT,DCS570N,,,Yellow/Black,,300,300,,225,Plant & Equipment,5,"Source: Bunnings, approx AUD $299, 2025"
200328,,,,,,Industrial,Power Tools,Jigsaw,Corded,"Jigsaw, 750W, pendulum action, corded",,,,,1,ea,,,,,Bosch,GST 160 BCE,,,Blue,,250,250,,187.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $249, 2025"
200329,,,,,,Industrial,Power Tools,Jigsaw,Cordless 18V,"Cordless jigsaw, 18V, brushless",,,,,1,ea,,,,,DeWALT,DCS334N,,,Yellow/Black,,230,230,,172.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $229, 2025"
200330,,,,,,Industrial,Power Tools,Drill (Cordless),18V 2-speed,"Cordless drill/driver, 18V, 2-speed, 2×5Ah kit",,,,,1,ea,,,,,Makita,DDF459RME,,,Blue/Black,,300,300,,225,Plant & Equipment,5,"Source: Bunnings, approx AUD $299, 2025"
200331,,,,,,Industrial,Power Tools,Drill (Cordless),18V brushless kit,"Cordless drill/driver, 18V brushless, 2×5Ah battery kit",,,,,1,ea,,,,,DeWALT,DCD791D2T,,,Yellow/Black,,380,380,,285,Plant & Equipment,5,"Source: Bunnings, approx AUD $379, 2025"
200332,,,,,,Industrial,Power Tools,Drill (Cordless),Heavy duty 18V hammer,"Cordless combi hammer drill, 18V, 2-speed",,,,,1,ea,,,,,Makita,DHP484RMJ,,,Blue/Black,,350,350,,262.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $349, 2025"
200333,,,,,,Industrial,Power Tools,Impact Driver (Cordless),18V brushless,"Cordless impact driver, 18V brushless, 185Nm",,,,,1,ea,,,,,DeWALT,DCF887D2,,,Yellow/Black,,320,320,,240,Plant & Equipment,5,"Source: Bunnings, approx AUD $319, 2025"
200334,,,,,,Industrial,Power Tools,Impact Driver (Cordless),18V Makita,"Cordless impact driver, 18V, quick-change chuck",,,,,1,ea,,,,,Makita,DTD153RME,,,Blue/Black,,290,290,,217.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $289, 2025"
200335,,,,,,Industrial,Power Tools,Rotary Hammer Drill,SDS-Plus 800W,"SDS-Plus rotary hammer drill, 800W, 3-mode",,,,,1,ea,,,,,Bosch,GBH 2-26,,,Blue,,320,320,,240,Plant & Equipment,5,"Source: Bunnings, approx AUD $319, 2025"
200336,,,,,,Industrial,Power Tools,Rotary Hammer Drill,SDS-Max heavy duty,"SDS-Max heavy-duty demolition hammer, 1500W",,,,,1,ea,,,,,Makita,HR4013C,,,Blue/Black,,900,900,,675,Plant & Equipment,5,"Source: Total Tools, approx AUD $899, 2025"
200337,,,,,,Industrial,Power Tools,Random Orbital Sander,125mm,"Random orbital sander, 125mm, 300W, corded",,,,,1,ea,,,,,Makita,BO5041K,,,Blue/Black,,160,160,,120,Plant & Equipment,5,"Source: Bunnings, approx AUD $159, 2025"
200338,,,,,,Industrial,Power Tools,Random Orbital Sander,125mm cordless,"Cordless random orbital sander, 125mm, 18V",,,,,1,ea,,,,,DeWALT,DCW210B,,,Yellow/Black,,200,200,,150,Plant & Equipment,5,"Source: Bunnings, approx AUD $199, 2025"
200339,,,,,,Industrial,Power Tools,Reciprocating Saw,Corded,"Reciprocating saw, 1100W, variable speed, corded",,,,,1,ea,,,,,Bosch,GSA 1300 PCE,,,Blue,,280,280,,210,Plant & Equipment,5,"Source: Bunnings, approx AUD $279, 2025"
200340,,,,,,Industrial,Power Tools,Reciprocating Saw,Cordless 18V,"Cordless reciprocating saw, 18V brushless",,,,,1,ea,,,,,DeWALT,DCS367N,,,Yellow/Black,,260,260,,195,Plant & Equipment,5,"Source: Bunnings, approx AUD $259, 2025"
200341,,,,,,Industrial,Power Tools,Router,Fixed base 2300W,"Fixed-base router, 2300W, plunge action",,,,,1,ea,,,,,Makita,RP2301FC,,,Blue/Black,,350,350,,262.5,Plant & Equipment,5,"Source: Total Tools, approx AUD $349, 2025"
200342,,,,,,Industrial,Power Tools,Heat Gun,2000W,"Heat gun, 2000W, 2-speed, LCD temperature",,,,,1,ea,,,,,Bosch,GHG 18-60,,,Blue,,150,150,,112.5,Plant & Equipment,5,"Source: Bunnings, approx AUD $149, 2025"
200343,,,,,,Industrial,Power Tools,Bench Grinder,200mm,"Bench grinder, 200mm, 370W, eye shields",,,,,1,ea,,,,,Jet,JBG-8A,,,Grey,,280,280,,210,Plant & Equipment,8,"Source: Total Tools, approx AUD $279, 2025"
200344,,,,,,Industrial,Workshop Equipment,Air Compressor,50L belt-drive,"Belt-drive air compressor, 50L tank, 2.5HP",,,,,1,ea,,,,,Pilot Air,K25-50,,,Black/Red,,600,600,,450,Plant & Equipment,8,"Source: Gasweld, approx AUD $599, 2025"
200345,,,,,,Industrial,Workshop Equipment,Air Compressor,100L belt-drive,"Belt-drive air compressor, 100L, 3HP, oil-cooled",,,,,1,ea,,,,,Pilot Air,K25-100,,,Black/Red,,950,950,,712.5,Plant & Equipment,8,"Source: Gasweld, approx AUD $949, 2025"
200346,,,,,,Industrial,Workshop Equipment,Air Compressor,200L industrial,"Industrial piston compressor, 200L, 5.5HP",,,,,1,ea,,,,,Pilot Air,K50-200,,,Black/Red,,2000,2000,,1500,Plant & Equipment,10,"Source: Gasweld, approx AUD $1999, 2025"
200347,,,,,,Industrial,Workshop Equipment,Air Compressor,Portable 8L,"Portable pancake air compressor, 8L, 1HP, oil-free",,,,,1,ea,,,,,Ryobi,PCM500,,,Black/Yellow,,220,220,,165,Plant & Equipment,6,"Source: Bunnings, approx AUD $219, 2025"
200348,,,,,,Industrial,Workshop Equipment,Welding Machine (MIG),130A gasless,"MIG welder, 130A gasless, portable",,,,,1,ea,,,,,CIGWELD,Weldskill 130,,,Blue,,550,550,,412.5,Plant & Equipment,8,"Source: Gasweld, approx AUD $549, 2025"
200349,,,,,,Industrial,Workshop Equipment,Welding Machine (MIG),180A gas/gasless,"MIG welder, 180A, gas or gasless, synergic",,,,,1,ea,,,,,CIGWELD,Weldskill 180,,,Blue,,900,900,,675,Plant & Equipment,8,"Source: Gasweld, approx AUD $899, 2025"
200350,,,,,,Industrial,Workshop Equipment,Welding Machine (MIG),250A industrial,"Industrial MIG welder, 250A, wire feed",,,,,1,ea,,,,,Lincoln Electric,PowerMIG 256,,,Red,,2200,2200,,1650,Plant & Equipment,10,"Source: Lincoln Electric AU, approx AUD $2199, 2025"
200351,,,,,,Industrial,Workshop Equipment,Welding Machine (TIG),200A TIG/MMA,"TIG/MMA welder, 200A, AC/DC, foot pedal",,,,,1,ea,,,,,Everlast,PowerTIG 200DV,,,Yellow,,1800,1800,,1350,Plant & Equipment,10,"Source: Gasweld, approx AUD $1799, 2025"
200352,,,,,,Industrial,Workshop Equipment,Welding Machine (TIG),315A industrial,"Industrial AC/DC TIG welder, 315A, water cooled",,,,,1,ea,,,,,Miller,Dynasty 315,,,Blue,,6500,6500,,4875,Plant & Equipment,10,"Source: Miller Welding AU, approx AUD $6499, 2025"
200353,,,,,,Industrial,Workshop Equipment,Band Saw,"14"" bench","14"" bench bandsaw, 750W, rip fence",,,,,1,ea,,,,,Jet,JWBS-14OS,,,Grey,,1200,1200,,900,Plant & Equipment,10,"Source: Total Tools, approx AUD $1199, 2025"
200354,,,,,,Industrial,Workshop Equipment,Band Saw,Industrial floor,"Industrial floor bandsaw, 2HP, cast iron table",,,,,1,ea,,,,,Jet,JWBS-18,,,Grey,,3500,3500,,2625,Plant & Equipment,10,"Source: Total Tools, approx AUD $3499, 2025"
200355,,,,,,Industrial,Workshop Equipment,Drill Press (Bench),16-speed,"16-speed bench drill press, 370W, MT2",,,,,1,ea,,,,,Jet,JDP-17DX,,,Grey,,700,700,,525,Plant & Equipment,10,"Source: Total Tools, approx AUD $699, 2025"
200356,,,,,,Industrial,Workshop Equipment,Hydraulic Press,20-tonne,"Shop press, 20-tonne, hydraulic, floor stand",,,,,1,ea,,,,,Peerless,20T Press,,,Black,,1500,1500,,1125,Plant & Equipment,15,"Source: Total Tools, approx AUD $1499, 2025"
200357,,,,,,Industrial,Workshop Equipment,Parts Washer,Bench top,"Bench-top parts washer, 40L, electric pump",,,,,1,ea,,,,,Generic,PW40,,,Black,,500,500,,375,Plant & Equipment,8,"Source: Total Tools, approx AUD $499, 2025"
200358,,,,,,Industrial,Workshop Equipment,Parts Washer,Industrial,"Industrial parts washer, 100L, heated",,,,,1,ea,,,,,Allied Products,IPW100,,,Grey,,1800,1800,,1350,Plant & Equipment,10,"Source: Industrial supply AU, approx AUD $1799, 2025"
200359,,,,,,Industrial,Workshop Equipment,Tool Cabinet (Mobile),7-drawer,"Mobile tool cabinet, 7-drawer, lockable, ball bearing slides",,,,,1,ea,,,,,Kincrome,K7820B,,,Black,,900,900,,675,Plant & Equipment,15,"Source: Kincrome AU, approx AUD $899, 2025"
200360,,,,,,Industrial,Workshop Equipment,Tool Cabinet (Mobile),11-drawer,"Mobile tool cabinet, 11-drawer, stainless top, locking",,,,,1,ea,,,,,Kincrome,K7950S,,,Red/Black,,1800,1800,,1350,Plant & Equipment,15,"Source: Kincrome AU, approx AUD $1799, 2025"
200361,,,,,,Industrial,Workshop Equipment,Workbench,1800mm steel,"Steel workbench, 1800×750mm, shelf, drawer",,,,,1,ea,1800,750,900,,Kincrome,K7800,,,Grey,,800,800,,600,Plant & Equipment,15,"Source: Kincrome AU, approx AUD $799, 2025"
200362,,,,,,Industrial,Workshop Equipment,Workbench,2400mm heavy duty,"Heavy-duty steel workbench, 2400mm, 1000kg rated",,,,,1,ea,2400,750,900,,Kincrome,K7812,,,Grey,,1400,1400,,1050,Plant & Equipment,15,"Source: Kincrome AU, approx AUD $1399, 2025"
200363,,,,,,Industrial,Workshop Equipment,Industrial Vacuum,30L wet/dry,"30L wet/dry industrial vacuum, HEPA, 1400W",,,,,1,ea,,,,,Nilfisk,Attix 33,,,Yellow,,800,800,,600,Plant & Equipment,7,"Source: Nilfisk AU, approx AUD $799, 2025"
200364,,,,,,Industrial,Workshop Equipment,Industrial Vacuum,Three-phase,"3-phase industrial vacuum, 60L, HEPA H13",,,,,1,ea,,,,,Nilfisk,VHW321,,,Yellow,,2500,2500,,1875,Plant & Equipment,8,"Source: Nilfisk AU, approx AUD $2499, 2025"
200365,,,,,,Industrial,Workshop Equipment,Tyre Changer,Leverless,"Leverless tyre changer, semi-automatic, 24""",,,,,1,ea,,,,,John Bean,TC325P,,,Black,,4000,4000,,3000,Plant & Equipment,10,"Source: Snap-on Equipment AU, approx AUD $3999, 2025"
200366,,,,,,Industrial,Workshop Equipment,Wheel Balancer,Static/dynamic,"Static/dynamic wheel balancer, 65kg rated",,,,,1,ea,,,,,John Bean,V3400,,,Black,,5000,5000,,3750,Plant & Equipment,10,"Source: Snap-on Equipment AU, approx AUD $4999, 2025"
200367,,,,,,Industrial,Materials Handling,Pallet Jack (Manual),2.5t,"Manual hydraulic pallet jack, 2.5t, 1150mm forks",,,,,1,ea,550,1150,1200,,Noblelift,PTE2500,,,Red,,550,550,,412.5,Plant & Equipment,8,"Source: Bunnings, approx AUD $549, 2025"
